pair_id	han_sentence	viet_sentence
HVB_004_0000	大南國史演敬	Đại Nam Quốc sử diễn ca
HVB_004_0001	戲秋返會昇平，猩奎觀錄文明仲至	Nghìn thu gặp hội thăng bình, Sao Khuê sáng vẻ văn minh giữa trời.
HVB_004_0002	蘭臺停筆清台呀拖國語演剎史撐	Lan đài dừng bút thảnh thơi, Vâng đem Quốc ngữ diễn lời sử xanh.
HVB_004_0003	南交界撥離明天書分定伶伶自初	Nam Giao là cõi Ly Minh, Thiên thư định phận rành rành từ xưa.
HVB_004_0004	廢興將余曷棋是非劉底靼暴歹牌	Phế hưng đổi mấy cuộc cờ, Thị phi chép để đến giờ làm gương.
HVB_004_0005	計自至翻炎邦。初頭固戶鴻麗諾與	Kể từ trời mở Viêm Bang, Sơ đầu có họ Hồng Bàng mới ra.
HVB_004_0006	昭楚炎帝次巴踐淵火德嘗異帝明	Cháu đời Viêm Đế thứ ba, Nối dòng Hỏa Đức gọi là Đế Minh.
HVB_004_0007	覓尾欺駕南行咍兒梅嶺綠生藍橋	Quan phong khi giá Nam hành, Hay đâu Mai Lĩnh duyên sinh Lam Kiều.
HVB_004_0008	婺僊効課桃夭車靈踐蹤桃結緣	Vụ Tiên vừa thuở đào yêu, Xe loan nối gót tơ điều kết duyên.
HVB_004_0009	洞神聰貝歇仙精英染吏聖貞踐罷	Dòng thần sánh với người tiên, Tinh anh nhóm lại thánh hiền nối ra.
HVB_004_0010	封夕君長諾些緒異綵續號要涇陽	Phong làm quân trưởng nước ta, Tên là Lộc Tục, hiệu là Kinh Dương.
HVB_004_0011	化基孕綺倫常洞庭覈結買娘神龍	Hóa cơ dựng mối luân thường, Động Đình sớm kết với nàng Thần Long.
HVB_004_0012	波花應蘇流虹生猥異號貉龍治位	Bến hoa ứng vẻ lưu hồng, Sinh con là hiệu Lạc Long trị vì.
HVB_004_0013	緒龍吏醲嫗姫泉輟怯應熊羅暹樣	Lạc Long lại sánh Âu Cơ, Trăm trai điềm ứng hùng bi lạ dường.
HVB_004_0014	卯脆油傳荒唐。杏貽玄鳥生商悟也	Noãn bào dù chuyện hoang đường, Ví xem huyền điểu sinh Thương khác gì?
HVB_004_0015	鍾調散合擬奇，可為水火生離如剛	Đến điều tan hợp cũng kỳ, Há vì thủy hỏa sinh ly như lời.
HVB_004_0016	紛紛事拱邏荒歸山歸海恪歌別離	Chia con sự cũng lạ đời, Qui sơn, qui hải khác người biệt ly.
HVB_004_0017	龍龍衛淮南陲姬姬遙島位傘圓	Lạc Long về chốn Nam thùy, Âu Cơ sang nẻo Ba Vì Tản Viên.
HVB_004_0018	生張撰沒猥貲。挾鄭役滄踐運艷蟻	Chủ trương chọn một con hiền, Sửa sang việc nước nối lên ngôi rồng.
HVB_004_0019	雄王都於州峯。意己白鶴合淵泥江	Hùng Vương đô ở Châu Phong, Ấy nơi Bạch Hạc hợp dòng Thao Giang.
HVB_004_0020	達滌異滄文郎紛逝兼部版章拱連	Đặt tên nước là Văn Lang, Chia mười lăm bộ, bản chương cũng liền.
HVB_004_0021	峯州福祿朱薦認鈴地志術沔山西	Phong Châu, Phú Lộc, Chu Diên, Nhận trong địa chí về miền Sơn Tây;
HVB_004_0022	定安河內樹台意州交阯晉玲群傳	Định Yên, Hà Nội đổi thay, Ấy Châu Giao Chỉ xưa nay còn truyền.
HVB_004_0023	新興界墋興宣。武寧省北陽泉省東	Tân Hưng là cõi Hưng, Tuyên, Vũ Ninh tỉnh Bắc, Dương Tuyền tỉnh Đông;
HVB_004_0024	太高台省混同意武定接共边泯	Thái, Cao hai tỉnh hỗn đồng, Ấy là Vũ Định tiếp cùng biên manh;
HVB_004_0025	懷雛義九真清越裳異揆治平中州	Hoài Hoan; Nghệ; Cửu Chân; Thanh; Việt Thường là cõi Trị, Bình trung châu.
HVB_004_0026	諒異陸海上游瞽瀾寧海屬倉廣安	Lạng là Lục Hải thượng du, Xa khơi Ninh Hải thuộc vào Quảng Yên.
HVB_004_0027	平文九德群韜床部疆界山川渚詳	Bình Văn, Cửu Đức còn tên, Mà trong cương giới sơn xuyên chưa tường.
HVB_004_0028	耀難調會雄王希常踐號官常踐給	Trước sau đều gọi Hùng Vương, Vua thường nối hiệu, quan thường nối tên.
HVB_004_0029	貉侯異相調元武異貉將紓權軍機	Lạc Hầu là tướng điều nguyên, Vũ là Lạc Tướng giữ quyền quân cơ;
HVB_004_0030	達官蒲正有司，職各沒踐等威沒類	Đặt quan Bồ Chính hữu tư, Chức danh một bực, đẳng uy một loài.
HVB_004_0031	彤敷風氣初開，貞元俊逸返樸帝堯	Vừa khi phong khí sơ khai, Trinh nguyên xẩy đã gặp đời Đế Nghiêu.
HVB_004_0032	平陽日月鄉高成悉葵藿採詢向陽	Bình Dương nhật nguyệt rạng kiêu, Tấm lòng quì, hoắc cùng đều hướng dương.
HVB_004_0033	神葛宏薦陶唐北南自意交邦界頭	Thần quy đem tiến Đào Đường, Bắc Nam từ ấy giao bang lá dầu.
HVB_004_0034	蛮民於淮上流祕芸紂經夕誦治生	Man dân ở chốn thượng lưu, Lấy nghề chài lưới làm điều trị sinh.
HVB_004_0035	聖人燭瞭物情它類水怪蹤跡土人	Thánh nhân soi xét vật tinh, Đem loài thủy quái vẽ mình thổ nhân.
HVB_004_0036	自難俗買文身。利民也蹤害民抵除	Từ sau tục mới văn thân, Lợi dân đã dấy, hại dân cũng trừ.
HVB_004_0037	唯傳沒綺車書。浩嶺潭陰達霜太平	Dõi truyền một mối xa thư, Nước non đầm ấm, mây mưa thái bình.
HVB_004_0038	效荒昴員周成畢方泳瀉至清沒卒	Vừa đời ngang với Chu Thành, Bốn phương biển lặng, trời thanh một mầu.
HVB_004_0039	此賜中國世帝夷挑白雉豎扈周王	Thử thăm Trung Quốc thế nào, Lại đem bạch trĩ dâng vào Chu Vương.
HVB_004_0040	巴重驛路渚詳頒車子午指塘南鄖	Ba trùng dịch lộ chưa tường, Ban xe ti ngọ chỉ đường Nam qui.
HVB_004_0041	松裝雄運効襄武寧固賊買援求水	Sáu đời Hùng vận vừa suy, Vũ Ninh có giặc mới đi cầu tài.
HVB_004_0042	廊扶董固沒歌生罨極吶嗔極豬豬	Làng Phù Đổng có một người, Sinh ra chẳng nói, chẳng cười trơ trơ.
HVB_004_0043	仍疑冤債色暴帝哈神將待徐風雲	Những ngờ oan trái bao giờ, Nào hay thần tướng đợi chờ phong vân.
HVB_004_0044	館希求墨將軍，脃蛛脫吶閒分激昂	Nghe vua cầu tướng ra quân, Thoắt ngồi, thoắt nói muôn phần khích ngang.
HVB_004_0045	劉踐樣脆勤王祕忠少孝沒唐分明	Lời thưa mẹ, dạ cần vương, Lấy trung làm hiếu một đường phân minh.
HVB_004_0046	使術葵繆天庭磨嶺馭鏢提兵進訐	Sứ về tâu trước thiên đình, Gươm vàng, ngựa sắt đề binh tiến vào.
HVB_004_0047	陣霆驟荒旗桃署威霧靈碎嘲賊散	Trận mây theo ngọn cờ đào, Ra uy sấm sét, nửa chiều giặc tan.
HVB_004_0048	綬我擯吏靈山脫它掀女塵虞連仙	Áo nhung cởi lại Linh San, Thoắt đà thoát nợ trần hoàn lên tiên.
HVB_004_0049	廟庭群鶴故園極陰傳颯流傳固空	Miếu đình còn dấu cố viên, Chẳng hay chuyện cũ lưu truyền có không?
